Age,Academic Performance (GPA),Study Hours Per Week,Social Media Usage (Hours per day),Sleep Duration (Hours per night),Physical Exercise (Hours per week),Family Support,Financial Stress,Peer Pressure,Relationship Stress,Diet Quality,Work_Rest_Ratio,Social_Exercise_Ratio,Coping_Exercise,Coping_Meditation,Coping_Reading,Coping_Social Media Engagement,Coping_Spending Time Alone,Coping_Talking to Friends,Coping_Travelling,Coping_Walking or Nature Walks,Coping_Watching Sports,Coping_Yoga
1.6215264148347022,1.3738997949942373,1.579092808231036,-0.11285825587723738,0.3586429889871002,1.0005508073911094,-1.3712922858860004,-0.6694251689692691,-1.4183351616178823,0.742027910934961,-0.7147625209527175,0.7285890982170464,-0.2896463044560804,0,0,0,0,0,0,0,1,0,0
-1.0216051139039015,-0.7266812830187459,0.18725687404073466,-0.897061908144212,-1.1851087795379034,0.6734890380933704,-1.3712922858860004,-1.3557835209647422,0.714429335324424,0.742027910934961,1.3448375394228858,0.749711431112952,-0.30629202343901013,0,0,0,0,0,0,0,0,1,0
1.0929001090869814,-1.4268749756897403,1.5234193708634238,-1.2891637342776994,-0.7991708374066524,-1.2888815776930636,0.7484001967038848,-0.6694251689692691,0.714429335324424,0.016701592850626282,0.6583041859643514,1.6790940785328052,-0.2570618754187061,0,0,0,0,0,0,0,1,0,0
0.2999606504654003,0.6737061023232428,0.07590999930551054,0.27924357025624996,0.744580931118351,0.3464272687956314,0.7484001967038848,1.38964988701715,-0.7074136626371136,-1.4339510433180431,-0.7147625209527175,-0.32752754657824135,-0.26407828326636407,0,0,0,1,0,0,0,0,0,0
0.035647497591539984,-0.026487590347751562,-0.7035181238410582,-0.5049600820107247,0.744580931118351,-0.9618198083953245,1.45496435756718,0.016933183026203977,1.4253508343051926,-1.4339510433180431,0.6583041859643514,-0.7710965373922622,-0.2162998869704078,0,0,0,0,1,0,0,0,0,0
0.035647497591539984,1.3738997949942373,-0.7591915612086703,0.27924357025624996,-1.5710467216691542,0.6734890380933704,0.7484001967038848,0.016933183026203977,0.0035078363436552087,0.016701592850626282,-0.7147625209527175,-0.08990130149930163,-0.27313702579268295,0,0,1,0,0,0,0,0,0,0
0.5642738033392607,-0.026487590347751562,-1.3159259348847907,-1.6812655604111868,-1.1851087795379034,-0.9618198083953245,1.45496435756718,1.38964988701715,-1.4183351616178823,-0.7086247252337085,-1.401295874411252,-0.9611975334554139,-0.3283953552032282,0,0,0,0,0,0,0,1,0,0
0.035647497591539984,0.6737061023232428,1.3563990587605876,-0.11285825587723738,-1.5710467216691542,1.6546743459865874,0.7484001967038848,0.016933183026203977,0.0035078363436552087,-0.7086247252337085,1.3448375394228858,2.9200311361672684,-0.2973193838119513,0,0,0,1,0,0,0,0,0,0
-1.2859182667777618,-1.4268749756897403,-1.5386196843552389,1.455549048656712,0.3586429889871002,1.6546743459865874,1.45496435756718,-0.6694251689692691,1.4253508343051926,-0.7086247252337085,-0.7147625209527175,-1.2428286387341574,-0.2662434124206743,0,0,0,0,0,0,1,0,0,0
0.035647497591539984,0.6737061023232428,1.634766245598648,-0.5049600820107247,1.5164568153808526,0.6734890380933704,-0.6647281250227053,-0.6694251689692691,0.0035078363436552087,-1.4339510433180431,-0.7147625209527175,0.2533366080591669,-0.29524035755690103,0,0,0,0,0,0,0,0,0,1
0.035647497591539984,-0.7266812830187459,-1.0375587480467305,-0.5049600820107247,-0.027294953144150712,-1.2888815776930636,1.45496435756718,-0.6694251689692691,0.0035078363436552087,0.016701592850626282,-0.028229167494183048,-0.8819887850957673,-0.114394915849662,1,0,0,0,0,0,0,0,0,0
-1.0216051139039015,-0.026487590347751562,-0.8148649985762823,1.455549048656712,-0.027294953144150712,0.3464272687956314,-0.6647281250227053,-1.3557835209647422,0.0035078363436552087,-0.7086247252337085,1.3448375394228858,-0.7235712883764742,-0.2254880401042455,0,0,0,0,0,0,0,0,1,0
1.6215264148347022,-0.7266812830187459,-0.48082437437061,0.27924357025624996,0.744580931118351,0.6734890380933704,0.04183603584058977,-0.6694251689692691,-0.7074136626371136,0.742027910934961,-0.7147625209527175,-0.6443625400168277,-0.27313702579268295,1,0,0,0,0,0,0,0,0,0
-1.0216051139039015,1.3738997949942373,-0.03543687542971356,1.0634472225232248,-0.4132328952754016,0.01936549949789241,1.45496435756718,-1.3557835209647422,1.4253508343051926,1.4673542290192958,0.6583041859643514,-0.010692553139655081,-0.22069578768542036,0,1,0,0,0,0,0,0,0,0
1.0929001090869814,-0.026487590347751562,0.5212974982464069,1.455549048656712,-0.7991708374066524,1.3276125766888485,0.04183603584058977,1.38964988701715,0.714429335324424,1.4673542290192958,-0.7147625209527175,0.7285890982170464,-0.25941352859841565,0,0,0,0,0,0,0,0,1,0
0.8285869562131211,-0.026487590347751562,0.9666849971873034,-1.6812655604111868,-0.7991708374066524,-0.9618198083953245,0.7484001967038848,-1.3557835209647422,1.4253508343051926,0.742027910934961,1.3448375394228858,1.1510357561351616,-0.3283953552032282,0,0,1,0,0,0,0,0,0,0
-1.0216051139039015,-0.026487590347751562,0.29860374877595874,-0.897061908144212,0.3586429889871002,-1.2888815776930636,0.7484001967038848,0.7032915350216771,0.0035078363436552087,0.742027910934961,-1.401295874411252,-0.08110032945934093,-0.18572839563418406,0,0,0,1,0,0,0,0,0,0
-1.0216051139039015,1.3738997949942373,1.3563990587605876,-1.6812655604111868,0.3586429889871002,-1.2888815776930636,-1.3712922858860004,1.38964988701715,0.0035078363436552087,-1.4339510433180431,1.3448375394228858,0.5877735455776747,-0.3283953552032282,0,0,0,0,0,1,0,0,0,0
-0.757291961030041,-0.026487590347751562,-0.9818853106791184,0.6713453963897373,1.5164568153808526,-1.2888815776930636,1.45496435756718,-0.6694251689692691,0.0035078363436552087,0.016701592850626282,-1.401295874411252,-0.9876004495752961,0.09960552350390424,0,0,0,1,0,0,0,0,0,0
-0.4929788081561807,-0.026487590347751562,0.29860374877595874,1.455549048656712,-0.027294953144150712,1.0005508073911094,-1.3712922858860004,0.016933183026203977,-1.4183351616178823,-1.4339510433180431,-0.7147625209527175,0.06851619521999146,-0.2508972537089326,0,0,0,0,0,0,1,0,0,0
1.0929001090869814,0.6737061023232428,-0.536497811738222,-0.5049600820107247,1.1305188732496019,-0.3076962697998466,0.7484001967038848,0.7032915350216771,0.0035078363436552087,1.4673542290192958,0.6583041859643514,-0.7307720836818967,-0.2709806031815397,0,0,0,0,0,1,0,0,0,0
0.5642738033392607,1.3738997949942373,1.69043968296626,1.0634472225232248,0.744580931118351,-0.3076962697998466,0.7484001967038848,-0.6694251689692691,-0.7074136626371136,-0.7086247252337085,-0.028229167494183048,0.591293934393659,-0.19442760048595503,0,0,0,0,0,0,1,0,0,0
1.3572132619608417,-1.4268749756897403,-0.14678375016493767,1.0634472225232248,-0.7991708374066524,-1.6159433469908027,0.04183603584058977,-0.6694251689692691,-0.7074136626371136,0.016701592850626282,0.6583041859643514,0.09491911133987381,5.164282588204972,0,0,0,0,0,0,0,0,1,0
-1.0216051139039015,-1.4268749756897403,-0.7591915612086703,-0.897061908144212,1.1305188732496019,1.6546743459865874,1.45496435756718,1.38964988701715,0.714429335324424,0.742027910934961,-1.401295874411252,-0.8459848085686552,-0.31285736950758974,0,0,0,0,0,0,1,0,0,0
0.035647497591539984,-0.7266812830187459,-0.36947749963538584,-0.897061908144212,1.5164568153808526,-1.6159433469908027,0.04183603584058977,1.38964988701715,-0.7074136626371136,1.4673542290192958,-0.7147625209527175,-0.697168372256592,1.2409412000562576,0,0,1,0,0,0,0,0,0,0
